"job_name, company_name, company_location, link"
파이썬SW 금융분야 특화 챗봇 개발 함께 할 엔지니어,파운트,서울 충정로역,https://kr.indeed.com/viewjob?jk=-1
Developer / Designer recruit,마이뮤직테이스트,서울 논현동,https://kr.indeed.com/viewjob?jk=-1
Machine Learning Engineer Eng,뤼이드,서울 강남구,https://kr.indeed.com/viewjob?jk=-1
데이터 사이언티스트,컬리,서울 강남구,https://kr.indeed.com/viewjob?jk=-1
[AI/LAB] 머신러닝 리서치 엔지니어 (전문연구요원 가능),버즈니,서울,https://kr.indeed.com/viewjob?jk=-1
Datacenter Engineer (chuncheon),Oracle,서울,https://kr.indeed.com/viewjob?jk=-1
데이터 사이언티스트,Bagelcode,서울,https://kr.indeed.com/viewjob?jk=-1
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=-1
국제경제/원자재 시장분석 애널리스트,코리아피디에스,서울 마포구,https://kr.indeed.com/viewjob?jk=-1
Business Intelligence Strategist,뤼이드,서울 강남구,https://kr.indeed.com/viewjob?jk=-1
